Dublin, GA	32.5404447	-82.903754
Alliance, NE	42.0971897	-102.8707145
Ruther Glen, VA	37.9408753	-77.4618647
Woodburn, IN	41.1253271	-84.8532963
Rock Port, MO	40.4111122	-95.5169286
Gilbert, SC	33.9243121	-81.3937132
Orangeburg, SC	33.4918203	-80.8556476
Alamosa, CO	37.5780995	-105.7890452
Toomsuba, MS	32.418474	-88.5069819
Pembina, ND	48.7530787	-97.5532833
Guymon, OK	36.6814131	-101.4814241
Laredo, TX	27.5079211	-99.5069834
Moore, MT	46.975523	-109.696854
Heiskell, TN	36.081816	-84.0539821
Knoxville, TN	35.9603948	-83.9210261
Van Horn, TX	31.0429718	-104.831628
Lore City, OH	39.9847938	-81.4584523
Gainesville, GA	34.2978794	-83.8240663
West Point, MS	33.6076186	-88.6503255
Wanatah, IN	41.4305964	-86.898358
Peru, IL	41.3272919	-89.1287636
Maumelle, AR	34.856613	-92.4056858
Gary, IN	41.6020962	-87.3370646
Egan, LA	30.2368713	-92.505969
Troutdale, OR	45.5392862	-122.3873133
Rock Springs, WY	41.5860557	-109.2194544
Prosser, WA	46.2067583	-119.76916
Cottondale, AL	33.1998045	-87.4530148
Concordia, MO	38.9824542	-93.5685013
Sidney, NE	41.1448682	-102.9767382
Lebanon, NH	43.643032	-72.251587
Montgomery, NY	42.8941269	-74.4099745
Geneva, OH	41.8052539	-80.9476206
Edmonton, AB	36.9800563	-85.6121906
Albany, OR	44.6365071	-123.1059324
Holladay, TN	35.870619	-88.1458719
Nanton, AB	40.0914665	-74.9688673
Canutillo, TX	31.9124684	-106.598098
Thorofare, NJ	39.8539265	-75.1982182
Summit, SD	45.304406	-97.036466
Randolph, NY	42.162005	-78.975317
Wichita, KS	37.6922361	-97.3375448
Ottumwa, IA	41.0195659	-92.4116886
Greenup, KY	38.5108112	-82.9180186
Evans, CO	40.3772168	-104.6977634
Alexandria, MO	40.3594887	-91.455432
Barneveld, WI	43.0153376	-89.8958792
North Chicago, IL	42.327724	-87.8394189
Sylvania, GA	32.7504441	-81.636776
Pelham, AL	33.285669	-86.8099884
Mc Calla, AL	40.8333582	-80.5455322
Conway, AR	35.0891932	-92.4398402
Phoenix, AZ	33.4484367	-112.074141
Quartzsite, AZ	33.6669903	-114.21681
Blackfoot, ID	43.190039	-112.348357
Lake City, FL	30.1894252	-82.6394803
Marianna, FL	30.7743596	-85.2268735
Thomson, GA	33.4663248	-82.5026089
Denison, IA	42.0177718	-95.3553286
Parkersburg, IA	42.5755594	-92.7870402
Eden, ID	42.6059001	-114.209645
Wadsworth, IL	42.4286788	-87.9067248
Ina, IL	38.1511606	-88.9039554
Oakwood, IL	40.1161471	-87.7783592
Divernon, IL	39.5656082	-89.6573192
Greenfield, IN	39.7855096	-85.7681979
Knightstown, IN	39.7956007	-85.5263629
Cedar Creek, TX	32.7399277	-96.8160745
Shelbyville, IN	39.5214373	-85.7769238
Terre Haute, IN	39.4667025	-87.4139119
Valparaiso, IN	41.4672552	-87.0604487
Emporia, KS	38.4040054	-96.181623
Georgetown, KY	38.2099837	-84.5597128
Lebanon Junction, KY	37.8345086	-85.7319042
Saint Francisville, LA	30.7807244	-91.3763353
Leominster, MA	42.5267443	-71.7614891
Perryville, MD	39.5594191	-76.0732254
Kalamazoo, MI	42.291707	-85.5872286
Paw Paw, MI	42.2178171	-85.8911246
Austin, MN	43.6679992	-92.9746498
Pillager, MN	46.3263819	-94.4749228
Bowling Green, MO	39.3419891	-91.1951437
Lamar, MO	37.4950527	-94.2768736
Palmyra, MO	39.7942213	-91.5232557
Sedalia, MO	38.7098314	-93.2295515
West Plains, MO	36.7281652	-91.8525756
Corinth, MS	34.9343599	-88.5223353
Greenville, MS	33.4111051	-91.0635857
Red Banks, MS	34.8281516	-89.5645253
Mebane, NC	36.0959715	-79.2669619
Sanford, NC	35.4798757	-79.1802994
Wilmington, NC	34.2352853	-77.9487284
Wilson, NC	35.7059114	-77.9175714
Grand Island, NE	40.924271	-98.338685
Bordentown, NJ	40.1462685	-74.7114508
Fairfield, NJ	40.8837238	-74.3068718
Mahwah, NJ	41.0887072	-74.1437552
Palmyra, NJ	40.0070565	-75.0282271
Milan, NM	35.1697175	-107.8908919
Rolling Prairie, IN	41.6745495	-86.6160192
Canton, OH	40.7985464	-81.3749508
Lima, OH	40.7399785	-84.105006
Montpelier, OH	41.5844951	-84.6055076
Billings, OK	36.5289239	-97.4439362
Clinton, OK	35.5156056	-98.9673069
Covington, IN	40.1370345	-87.3970886
Breezewood, PA	39.9990119	-78.2404221
Gettysburg, PA	39.8308973	-77.231012
Lafayette, IN	40.4191229	-86.8919011
Mechanicsburg, PA	40.2101972	-77.0047276
Lugoff, SC	34.2273712	-80.6892487
Cheyenne, WY	41.139981	-104.820246
Chesnee, SC	35.1484549	-81.8609371
Rockmart, GA	34.0026005	-85.0416133
Florence, SC	34.1984435	-79.7671658
Inman, SC	35.047841	-82.0906082
Lexington, SC	33.8986841	-81.275054
Beech Island, SC	33.4280649	-81.8891583
Duncan, SC	34.9378962	-82.1451096
Greeneville, TN	36.1631981	-82.8310464
Chattanooga, TN	35.0457219	-85.3094883
Memphis, TN	35.146026	-90.0517786
Amarillo, TX	35.20729	-101.8371192
Brownfield, TX	33.1811661	-102.274237
Dilley, TX	28.6695971	-99.1672017
Dumas, TX	35.8614779	-101.9713726
Freer, TX	27.8781306	-98.6142095
Seibert, CO	39.30099	-102.8696143
Irving, NY	42.5675589	-79.1128169
Wildersville, TN	35.7814893	-88.3602512
Des Moines, IA	41.5868654	-93.6249494
Butte, MT	46.0131505	-112.536508
Andrews, TX	32.2690953	-102.6042447
Jamestown, NM	35.2026182	-106.7497236
Eighty Four, PA	40.1827171	-80.1331455
Mc Graw, NY	42.9303866	-74.2555788
Beaumont, MS	31.1693496	-88.9200444
Marysville, WA	48.0517429	-122.1768209
Baltimore, MD	39.2908816	-76.610759
Ripley, WV	38.8189684	-81.711885
Birmingham, AL	33.5206824	-86.8024326
Bridgeport, TX	33.2101155	-97.7547552
Commerce City, CO	39.8083196	-104.9338675
Bowman, SC	33.3487699	-80.6828713
Las Cruces, NM	32.3140354	-106.779807
Von Ormy, TX	29.286868	-98.6482144
Oak Creek, WI	42.898729	-87.9177966
Roscoe, TX	32.441615	-100.539297
Plymouth, IN	41.3436555	-86.3097278
Chicago, IL	41.8755616	-87.6244212
Cameron, TX	26.1291189	-97.4134281
Calhoun, LA	32.5126469	-92.3584744
Fultonville, NY	42.9478357	-74.3699085
Joplin, MO	37.0841838	-94.5133385
Dunn, NC	35.3076902	-78.6093257
Sylacauga, AL	33.170482	-86.2514099
Daingerfield, TX	33.0318031	-94.7219895
Liberal, KS	37.0430812	-100.920999
Buna, TX	30.4368977	-93.964566
Abbott, TX	31.8899302	-97.0870831
Howard City, MI	43.395583	-85.467815
Midland, TX	31.83688	-102.0103767
Panhandle, TX	35.3454637	-101.3806571
Perryton, TX	36.3910229	-100.8059035
Okeechobee, FL	27.3923408	-80.8873655
Hattiesburg, MS	31.3271189	-89.2903392
Marshall, TX	32.5447756	-94.3661004
San Angelo, TX	31.4649685	-100.4405094
Byron Center, MI	42.8143115	-85.7279047
San Antonio, TX	29.4246002	-98.4951405
Sutton, WV	38.6641653	-80.7093066
Walton, KY	38.8756194	-84.6102213
Kingman, AZ	35.1895921	-114.0532996
Benton Harbor, MI	42.1167065	-86.4541894
Niles, MI	41.8297694	-86.2541768
Seagoville, TX	32.6447916	-96.5418608
Lakeville, MN	44.650051	-93.2432791
Sterling City, TX	31.8384837	-100.9850761
Stratford, TX	36.3361403	-102.072119
Terrell, TX	30.1990738	-102.0974881
Three Rivers, TX	28.4647614	-98.1809755
Tye, TX	32.4545421	-99.8685101
Whitesboro, TX	33.6558015	-96.9068601
Cedar City, UT	37.6774238	-113.061827
Green River, UT	40.1950729	-109.5941448
Park City, UT	40.6460921	-111.4979963
Salina, UT	38.957742	-111.859984
Wellington, KS	37.2675076	-97.3999395
Woods Cross, UT	40.8745737	-111.9017264
Austinville, VA	36.851331	-80.9143144
Bristol, VA	36.5959685	-82.1885009
Dublin, VA	37.1046408	-80.6850558
Lambsburg, VA	36.5854078	-80.7611817
King George, VA	38.2786312	-77.175356
Staunton, VA	38.1495947	-79.072557
Gordonsville, VA	38.1347217	-78.1865043
Suffolk, VA	36.7281341	-76.5834683
Toms Brook, VA	38.9464989	-78.4391741
Wytheville, VA	36.9479966	-81.0869747
Montpelier, VT	44.2602244	-72.5750364
Grayson, KY	37.4537437	-86.3389464
Spokane, WA	47.6571934	-117.42351
Toledo, WA	46.4401007	-122.8467555
Bloomer, WI	45.1015011	-91.4887197
Camp Douglas, WI	43.9193145	-90.2681006
Marinette, WI	45.3834983	-88.0409574
Superior, WI	46.7207737	-92.1040796
Sheboygan, WI	43.7128967	-87.9370433
Bruceton Mills, WV	39.6589554	-79.6396445
Huntington, WV	38.4192496	-82.445154
Ivydale, WV	38.310097	-81.7045688
Mills, WY	42.841927	-106.367935
Casper, WY	42.8501191	-106.325138
Douglas, WY	42.7595708	-105.382624
Pine Bluffs, WY	41.179678	-104.0667789
Wamsutter, WY	41.672931	-107.979217
Seymour, TX	33.5942438	-99.2603073
Slaton, TX	33.4343676	-101.643524
Wickett, TX	31.568947	-103.0037
Logan, UT	41.7313063	-111.834914
Richfield, UT	38.7724674	-112.084094
Snowville, UT	41.9654058	-112.710343
Reedsburg, WI	43.5325234	-90.0080595
Laramie, WY	41.3116442	-105.5917876
Thurmont, MD	39.6236095	-77.4115401
Fairmont, MN	43.6521775	-94.4610832
Saint Cloud, MN	45.5616075	-94.1642004
Raphine, VA	37.9373548	-79.2328102
Mount Nebo, WV	39.6023047	-79.7078303
Jackson, OH	39.0131871	-82.6089043
Ravenna, OH	41.157557	-81.242047
Lynn, AL	34.0470483	-87.54974
North Little Rock, AR	34.769536	-92.2670941
Braselton, GA	34.1092735	-83.7626729
Register, GA	32.3671237	-81.8840039
Naperville, IL	41.7728699	-88.1479278
Saint Louis, MO	38.6254063	-90.190009
Millbury, OH	41.5659599	-83.4248634
Cross Plains, TN	36.5486597	-86.6961102
Bartow, FL	27.8964384	-81.843323
Bedford, PA	40.0271453	-78.5237447
Rock Hill, SC	34.9248667	-81.0250784
Christiana, TN	35.7100099	-86.3993653
Portsmouth, VA	36.8320081	-76.297699
Prentice, WI	45.5459408	-90.2875802
Royse City, TX	32.9761045	-96.331334
Franklin, OH	39.5589474	-84.3041074
Janesville, WI	42.6829765	-89.0226793
Rawlins, WY	41.7907878	-107.239176
Penns Grove, NJ	39.7295581	-75.4679734
Aurora, OR	45.2310497	-122.755035
Riverton, WY	43.0247245	-108.380727
Nashville, IL	38.3434906	-89.3809783
Erie, CO	40.0502623	-105.049981
Mineral Wells, WV	39.1904082	-81.5320773
Hanover, KS	39.893892	-96.87947
Hooker, OK	36.8609639	-101.214077
Lamar, CO	38.0872306	-102.620749
Fremont, IN	41.7308834	-84.9327395
Heyburn, ID	42.5585202	-113.763904
Wells River, VT	44.1542997	-72.0471635
Downey, ID	42.4285297	-112.124407
Clarksville, TN	36.5277607	-87.3588703
Weedsport, NY	43.048677	-76.5627197
Chehalis, WA	46.6599653	-122.963432
Tonopah, AZ	33.5146918	-112.9073644
Tallulah, LA	32.4084539	-91.1869112
Neosho, MO	36.8665201	-94.3701651
Pueblo, CO	38.263995	-104.6141867
Bainbridge, GA	30.9038252	-84.5754768
Moulton, AL	34.4817816	-87.2919449
Sparks, NV	39.5404679	-119.7487235
New Philadelphia, OH	40.4897871	-81.4456706
Lewiston, ID	46.4195913	-117.0216144
Lyman, WY	41.327367	-110.292835
Fargo, ND	46.877229	-96.789821
Dandridge, TN	36.0153693	-83.4148895
Fort Hall, ID	43.0332482	-112.4383131
Rustburg, VA	37.2754135	-79.1090569
Albuquerque, NM	35.0841034	-106.650985
Jasper, TX	30.7485258	-94.000884
Harrisburg, PA	40.2663107	-76.8861122
Steele, ND	47.4413054	-97.7450372
Charlotte, NC	35.2272086	-80.8430827
Jamestown, ND	46.910544	-98.708436
Monroe, LA	32.5025471	-92.116219
Kadoka, SD	43.833882	-101.509866
Knoxville, AL	33.5917715	-85.8971885
Delta, LA	32.3274069	-90.9250828
Live Oak, FL	30.2961892	-82.9842885
Greencastle, PA	39.790371	-77.7277714
Cardwell, MO	36.0495441	-90.2931492
Madison Heights, VA	37.4463105	-79.0935648
Merrill, WI	45.180522	-89.683459
Dothan, AL	31.2237285	-85.3934375
Champlain, NY	44.986656	-73.446693
Jackson, GA	34.1282559	-83.5753386
Grand Junction, CO	39.0672568	-108.56448
Calumet, OK	35.6008883	-98.1188072
Tuscumbia, AL	34.7318811	-87.7028627
Tulsa, OK	36.1563122	-95.9927516
Tonkawa, OK	36.6783679	-97.3100442
Jasper, AL	33.8312185	-87.2775053
Cookeville, TN	36.1623886	-85.4997057
New Paris, IN	41.5045465	-85.8241113
Kent, WA	47.3826903	-122.2270272
Manchester, TN	35.4832001	-86.0887296
Colman, SD	43.982472	-96.814497
Perham, MN	46.5944042	-95.5725415
Polk City, FL	28.1825147	-81.8239676
Oak Grove, KY	36.6650471	-87.4427878
Bald Knob, AR	35.3100919	-91.5671898
Pompano Beach, FL	26.2378597	-80.1247667
Summerville, SC	33.0186699	-80.1762704
Falfurrias, TX	27.2247328	-98.1462397
Earle, AR	35.270644	-90.4657018
Lusk, WY	42.762467	-104.452175
Milton, PA	41.0177269	-76.853084
Central Square, NY	43.2870009	-76.1463601
Greenland, NH	43.0361995	-70.8328322
Meridian, MS	32.3643098	-88.703656
Longmont, CO	40.1672117	-105.101928
Winnsboro, SC	34.3807012	-81.0864776
Winnfield, LA	31.925228	-92.63994
Metter, GA	32.397118	-82.0601196
Jane Lew, WV	39.1098747	-80.4067987
Federal Way, WA	47.313494	-122.33931
Seguin, TX	29.5688411	-97.9647269
Remington, IN	40.7608729	-87.1508522
Georgetown, TX	30.6370152	-97.6775634
Orlando, FL	28.5421218	-81.379045
Algona, IA	43.0699663	-94.233019
Boise, ID	43.6166163	-116.200886
Savannah, GA	32.0790074	-81.0921335
Kannapolis, NC	35.4979605	-80.6240008
Springfield, VT	43.2988213	-72.4817747
Perry, GA	32.4586695	-83.7319658
Cartersville, GA	34.1652304	-84.7997613
Orange, TX	30.1228634	-93.9041169
Livingston, TX	30.711029	-94.9329898
Anna, OH	40.3948773	-84.1729332
Jefferson, IA	41.0131342	-91.9718642
South Saint Paul, MN	44.8906694	-93.0372808
Sinclair, WY	41.7791754	-107.1162507
Lovelock, NV	40.1801273	-118.4747268
Winnie, TX	29.8202205	-94.3840777
Fort Bridger, WY	41.3167955	-110.3924852
Parowan, UT	37.8421975	-112.8279996
Saint Joseph, MO	39.7686055	-94.8466322
Tuscola, IL	39.7998585	-88.2884552
South Bend, IN	41.6833813	-86.2500066
Toledo, OH	41.6529143	-83.5378173
Brazil, IN	39.523652	-87.1250154
Wilmington, OH	39.4453393	-83.8285375
Snow Shoe, PA	41.0308914	-77.9494489
Alice, TX	27.7522487	-98.0697249
New Baltimore, MI	42.6811436	-82.7368616
Warren, IN	40.3424546	-87.3564255
Hogansburg, NY	44.9739364	-74.6632416
Albert Lea, MN	43.6480127	-93.3682656
Chamberlain, SD	43.810817	-99.330178
Loretto, PA	40.5029161	-78.6314019
Cochranton, PA	41.5200534	-80.0483929
Albany, NY	42.6511674	-73.754968
West Helena, AR	34.5440124	-90.6426195
Columbus, MT	45.6366114	-109.252154
Newport, AR	35.6067154	-91.2830334
Emporia, VA	36.6937606	-77.5357141
Burlington, CO	39.3046827	-102.2680065
Crook, CO	40.8578024	-102.8011867
Denver, CO	39.7392364	-104.984862
Jackson, MN	43.670011	-95.1500626
Colorado Springs, CO	38.8339578	-104.825348
Perry, OK	36.2907352	-97.288396
Greenwood, DE	38.8070579	-75.5913153
Deer Lodge, MT	46.0753795	-113.089332
Bradenton, FL	27.4989278	-82.5748194
Palisades Park, NJ	40.8481556	-73.997639
Fort Lauderdale, FL	26.1223084	-80.1433786
Lebanon, TN	36.2079779	-86.2910945
Moberly, MO	39.4201137	-92.4364298
Lake Placid, FL	27.2930999	-81.3628502
Mattawan, MI	42.2094839	-85.784453
Garland, TX	32.912624	-96.6388833
Elk City, OK	35.4140081	-99.4138648
Macclenny, FL	30.2821807	-82.1220569
El Dorado, AR	33.2115087	-92.6650144
Baldwin, WI	44.9667546	-92.3732461
Anderson, SC	34.5258335	-82.652962
Russellville, AR	35.2784173	-93.1337856
Rocky Mount, VA	36.9962007	-79.8909474
Miami, FL	25.7741566	-80.1935973
Pryor, OK	36.3084275	-95.3169136
Enid, OK	36.3967623	-97.8791341
Atlanta, GA	33.7544657	-84.3898151
Douglas, GA	33.6995565	-84.7622973
Midway, GA	31.805769	-81.4306642
Thomasville, GA	30.8365815	-83.9787808
Bemidji, MN	47.4723148	-94.8832791
Post Falls, ID	47.7110106	-116.9480877
Port Wentworth, GA	32.149092	-81.1631681
Resaca, GA	34.5803628	-84.9432765
Grand Prairie, TX	32.7459645	-96.9977846
Bunker Hill, KS	38.8758445	-98.7039655
Rising Fawn, GA	34.7600791	-85.531076
Jean, NV	35.7788568	-115.3243823
Lawrenceburg, IN	39.090891	-84.8499504
Pleasant View, TN	36.3942164	-87.0366685
Corfu, NY	42.9600595	-78.4055767
Shreveport, LA	32.5135356	-93.7477839
Winchester, KY	37.990079	-84.1796503
Conley, GA	33.635655	-84.3293733
Gap, PA	39.989477	-76.0173511
Colfax, IA	41.6777241	-93.2452335
Dickinson, ND	46.8791756	-102.7896242
Hope Hull, AL	32.2698632	-86.3571916
Dubuque, IA	42.5006243	-90.6647985
Gilman, IL	40.7667015	-87.992262
Peosta, IA	42.4469535	-90.8433797
Combes, TX	26.2486851	-97.7338816
Evansdale, IA	42.4771838	-92.288411
Richmond Hill, GA	31.9382381	-81.3035515
Bois D Arc, MO	37.2564382	-93.507696
Pulaski, GA	32.2330518	-83.4674404
New Virginia, IA	41.180595	-93.7300396
Missouri Valley, IA	41.5564975	-95.8879438
Sikeston, MO	36.876719	-89.5878579
Moriarty, NM	34.9972037	-106.0494876
Bethany, MO	40.2683344	-94.0282861
Toledo, IA	41.9958439	-92.5790678
Underwood, IA	41.3872477	-95.678862
Delco, NC	34.3157241	-78.2247211
Rogers, MN	45.1888596	-93.5524563
Waterloo, IA	42.498275	-92.3328743
Williamsburg, IA	41.6612394	-92.0095079
Glencoe, KY	38.7145093	-84.8227255
Lindale, TX	32.5156971	-95.4093998
Bonners Ferry, ID	48.6972317	-116.3119832
Wenatchee, WA	47.4234599	-120.310349
Virginia Beach, VA	36.8496579	-75.9760751
Cornersville, TN	35.3614649	-86.8397237
Plymouth, UT	41.8754813	-112.1441223
Bloomington, IL	40.4797828	-88.9939147
Metropolis, IL	37.1511655	-88.7319979
Mahomet, IL	40.195142	-88.4052266
Fergus Falls, MN	46.283015	-96.077558
Greenwood, LA	32.4435212	-93.9749081
Wildwood, FL	28.865286	-82.0394286
Lexington, VA	37.7840208	-79.4428157
Warrenton, VA	38.7135498	-77.795367
Lincoln, IL	40.1481349	-89.3636569
Marshall, IL	41.0324537	-89.2998456
Mokena, IL	41.5261437	-87.8892189
Bergen, NY	43.0852666	-77.9418857
Belmont, NY	42.2231241	-78.0344506
Aledo, TX	32.6979939	-97.6039938
Accident, MD	39.6289521	-79.3208439
Smithton, PA	40.1539613	-79.7411535
Straughn, IN	39.8089351	-85.2913559
Beach, ND	46.9180689	-104.0043728
West Liberty, IA	41.5700231	-91.2637695
Weatherford, TX	32.7589648	-97.7970748
Mountain Home, ID	43.1318937	-115.6939827
Trinidad, CO	37.169397	-104.500541
Lincoln, AL	33.6131588	-86.1183061
Beaumont, TX	30.0829344	-94.0984277
Motley, MN	46.3366315	-94.646125
Three Forks, MT	45.892606	-111.551448
Newton, KS	38.0469166	-97.3447244
Woodhull, IL	41.1789256	-90.3159582
Commerce, GA	34.203997	-83.4571058
Odessa, TX	31.8457149	-102.367687
Nampa, ID	43.5780381	-116.5616885
Greenville, IL	38.8922687	-89.4131356
Wauseon, OH	41.546069	-84.1362047
Cloverdale, IN	39.5147682	-86.7938969
Sandusky, OH	41.2951563	-83.1555438
La Place, LA	32.3784735	-85.8627339
Corbin, KY	36.9486986	-84.0968761
Clanton, AL	32.8392013	-86.6309229
Rural Retreat, VA	36.8937299	-81.2759341
Wisconsin Rapids, WI	44.3917589	-89.8228767
Marshall, MI	42.2721367	-84.9642008
Wilson, WI	44.9534314	-92.173789
Billings, MT	45.7874957	-108.49607
Centreville, MD	39.0420588	-76.0674344
Linden, NJ	40.6220478	-74.2445902
Pevely, MO	38.2833879	-90.3951204
Mount Vernon, MO	37.1036666	-93.8185401
Winston, MO	39.8700035	-94.139947
Cameron, MO	39.7412703	-94.2384482
Laurel, MS	31.6940509	-89.1306124
Taylor, MO	39.9381011	-91.5237663
Fairmont, WV	39.484898	-80.1426539
Whitestown, IN	39.9972626	-86.3458296
Cuba, MO	38.063021	-91.4032473
Quaker City, OH	39.9700707	-81.2992798
Belden, MS	34.3103831	-88.7883888
Franklin, KY	38.2520423	-84.8633812
Hobart, IN	41.5322592	-87.2550353
Kenly, NC	35.5959363	-78.1240031
Poynette, WI	43.3912031	-89.402862
Montpelier, ID	42.3221498	-111.2977044
Robertsdale, AL	30.5552959	-87.7109526
Oakley, KS	39.126385	-100.855611
Atalissa, IA	41.5711357	-91.1659888
Eunice, LA	30.4943669	-92.4176324
Monett, MO	36.9215543	-93.9231864
Elkton, MD	39.6065073	-75.8330934
Norton, KS	39.7944702	-99.9100033
Edgerton, WI	42.8334758	-89.0693988
Neelyville, MO	36.561713	-90.5061465
Candler, NC	35.5444359	-82.6838032
Olathe, KS	38.8838856	-94.81887
Hammond, LA	30.5043583	-90.4611995
Pratt, KS	37.6280602	-98.7485305
Kearny, NJ	40.7684342	-74.1454214
Moses Lake, WA	47.1301417	-119.278077
Troutville, VA	37.4181901	-79.8747687
North Lima, OH	40.9482165	-80.658496
Tallapoosa, GA	33.7442912	-85.2879889
Northfield, MN	44.4582041	-93.161159
Fremont, OH	41.3473413	-83.1134972
Le Mars, IA	42.792151	-96.1662993
Wrens, GA	33.2076456	-82.391792
Manheim, PA	40.1637359	-76.3952429
Ogden, UT	41.2230048	-111.9738429
San Simon, AZ	32.2665117	-109.2270613
Max Meadows, VA	36.981501	-80.9580491
Concordia, KS	39.571543	-97.661141
Beaver Dam, KY	37.4029224	-86.8759367
Meade, KS	37.2091116	-100.396302
Caneyville, KY	37.4242184	-86.4883148
Idaho Falls, ID	43.4887907	-112.03628
Glendale, KY	37.6017278	-85.9055189
Cocoa, FL	28.3556635	-80.7325345
Halsey, OR	44.3796117	-123.110065
Punta Gorda, FL	26.9351529	-82.0512058
East Bernstadt, KY	37.1895318	-84.1177098
Hancock, MD	39.6994024	-78.1820972
Marston, MO	36.5189503	-89.6125789
Limon, CO	39.2631651	-103.6877736
Mount Airy, NC	36.4993877	-80.6072138
Mount Vernon, IL	38.3172715	-88.9031201
Gurdon, AR	33.9182285	-93.1488168
Columbia, MO	38.951883	-92.3337366
Norwood, MO	37.1083858	-92.4148865
Columbus, NE	41.4292988	-97.3581439
Columbia, SC	34.000754	-81.0352313
Lake Charles, LA	30.2305095	-93.2169807
Paducah, KY	37.0833893	-88.6000478
North Canton, OH	40.875891	-81.4023356
Mandan, ND	46.826415	-100.889704
Rice, TX	32.2437586	-96.4985967
Mansfield, LA	32.0218301	-93.7143492
Yakima, WA	46.601557	-120.510842
Lebanon, IN	40.0483744	-86.4691677
Sorrento, LA	30.1843642	-90.8592632
Waddy, KY	38.1370153	-85.0743978
George West, TX	28.3318242	-98.1171612
Chicopee, MA	42.1487691	-72.6071119
Waynesville, NC	35.4887476	-82.9888725
Dakota, MN	44.666655	-93.044911
Madison, GA	34.1307533	-83.1817407
Big Rapids, MI	43.698078	-85.483656
Dalhart, TX	36.0616092	-102.522223
Jessup, MD	39.1470015	-76.7699177
Menomonie, WI	44.8765289	-91.9278716
Marlette, MI	43.326969	-83.08022
Lake Park, GA	30.6828653	-83.1798644
Perry, MI	42.8264205	-84.2194127
Port Huron, MI	42.9760854	-82.4333742
Belgium, WI	43.4997212	-87.850367
Sawyer, MI	41.8853207	-86.5894666
Loganton, PA	41.0347015	-77.3066113
Linwood, NC	35.7506938	-80.3178306
Alden, MN	43.6703382	-93.5761961
Hardeeville, SC	32.2802665	-81.0726108
Monee, IL	41.4203482	-87.7447556
Faribault, MN	43.6647961	-93.9510501
Mankato, MN	44.1658533	-94.0028013
